stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
"120103","120103","Via  Budapest Fr. Distributore IP","","40.7140305","8.5520582",""
"120104","120104","Via  Dei Mille civico 16","","40.7218197","8.5605787",""
"120105","120105","Via  Dei Mille Fr. Civico 77 (Fr. Parcheggio)","","40.7174152","8.5560493",""
"120106","120106","Via  Dei Mille civico 44","","40.7208159","8.5595552",""
"120109","120109","Viale Umberto Fr. civico 21","","40.7276953","8.5634649",""
"120110","120110","Piazza Colonnello Serra Fr. (Mercato Civico)","","40.7298777","8.5617099",""
"120112","120112","Via  Pascoli civico 9/C","","40.7335955","8.5609631",""
"120113","120113","Via  Pascoli civico 71","","40.7359011","8.5608176",""
"120114","120114","Via  Bellini civico 16","","40.739397","8.5585917",""
"120115","120115","Via  Kennedy civico 2","","40.7417008","8.5579724",""
"120116","120116","Via  Bove Fr. Scuole","","40.7441241","8.5579682",""
"120117","120117","Via  Bottego civico 16","","40.7451716","8.5562675",""
"120118","120118","Piazza Bottego","","40.7459558","8.5540591",""
"120119","120119","Via  Bottego civico 38","","40.7465775","8.5517688",""
"120120","120120","Via  Kennedy civico 24","","40.7457518","8.5502227",""
"120121","120121","Via  Baratz Fr.civico 3","","40.7465514","8.5473745",""
"120122","120122","Via  Flumendosa civico 4","","40.7472861","8.5463508",""
"120123","120123","Via  Coghinas civico 2","","40.7461224","8.5459442",""
"120124","120124","Via  Donizetti (Lato Scuole)","","40.744895","8.545384",""
"120125","120125","Via  Leoncavallo (Lato Tabacchino)","","40.7439179","8.5466225",""
"120126","120126","Via  Cilea civico 9","","40.7425915","8.5483726",""
"120127","120127","Via  Cilea Fr. civico 8 (Lato Ist. Tecn. Agrario)","","40.7410688","8.5506096",""
"120128","120128","Via  Solari Fr. PIME","","40.7417185","8.5531991",""
"120129","120129","Via  Solari Fr. Civico 4 (Ist.Tecn. Femminile)","","40.7409221","8.5569471",""
"120130","120130","Via  Bellini Fr. Civico 16 (Lato Ist. Tecn. Agrario","","40.7391088","8.5586291",""
"120131","120131","Via  Pascoli Fr. civico 71","","40.735703","8.5608308",""
"120132","120132","Piazza Colonnello Serra (Lato Mercato Civico)","","40.7294637","8.5618073",""
"120133","120133","Viale Umberto civico 21","","40.7273541","8.5637632",""
"120134","120134","Via  Brigata Sassari (Portici)","","40.7258453","8.5626126",""
"120136","120136","Viale Italia civico 23","","40.7190651","8.5564054",""
"120137","120137","Viale Italia (Lato Pronto Soccorso)","","40.7177537","8.5550525",""
"120138","120138","Via  Budapest (Lato Rifornitore IP)","","40.7143009","8.5520801",""
"120139","120139","Via  Budapest Fr. civico 27","","40.7124055","8.5511694",""
"120140","120140","S.S. 127/bis Fr. civico 5","","40.7155017","8.5213128",""
"120141","120141","S.S. 127/bis bivio S.V.  Caniga S.Giorgio","","40.7134551","8.5187702",""
"120142","120142","S.V.  Caniga S. Giorgio Km 0,300","","40.713234","8.5154332",""
"120143","120143","S.V.  Caniga S. Giorgio Km 0,700","","40.7118577","8.5116547",""
"120144","120144","S.V.  Caniga S. Giorgio Km 1,100 ciVia  22","","40.7100092","8.506992",""
"120145","120145","S.V.  Caniga S. Giorgio Km 1,600","","40.7082609","8.5026484",""
"120146","120146","S.V.  Caniga S. Giorgio Km 1,900 ciVia  50","","40.7069037","8.4992018",""
"120147","120147","S.V.  Caniga S. Giorgio Km 2,300 ciVia  58","","40.705155","8.4948349",""
"120148","120148","S.V.  Caniga S. Giorgio Km 2,600 ciVia  64","","40.7036156","8.4909757",""
"120149","120149","S.V.  Caniga S. Giorgio Km 3,100 fr. U.S. SS","","40.7018039","8.4866926",""
"120150","120150","S.V.  Caniga S. Giorgio Km 3,400 fr. 139","","40.7005652","8.4836482",""
"120151","120151","Via  Luna e Sole (Bowling)","","40.7246743","8.5746983",""
"120152","120152","Via  Luna e Sole Fr. (Banco di Sardegna)","","40.7244305","8.576997",""
"120153","120153","Via  Luna e Sole Civico 5","","40.7239859","8.5785866",""
"120154","120154","Via  Luna e Sole Civico 21","","40.7227924","8.5823595",""
"120155","120155","Via  Togliatti Civico 14","","40.7216627","8.5838466",""
"120156","120156","Via  Togliatti Fr.Scuole","","40.7213896","8.5805566",""
"120157","120157","Via  Gramsci Fr. Civico 6","","40.7199929","8.5780079",""
"120158","120158","Via  Coradduzza Civico 3","","40.7177861","8.578081",""
"120159","120159","Via  Garzia Fr. Civico 5","","40.7169787","8.5765351",""
"120160","120160","Via  Coradduzza (Lato Palestra Coni)","","40.7176058","8.5780466",""
"120161","120161","Via  Gramsci Civico 2 (Lato Multimarkets)","","40.7196054","8.577963",""
"120162","120162","Via  Togliatti (Lato Scuole) in discesa","","40.7213986","8.5805803",""
"120163","120163","Via  Togliatti Fr. Civico 14","","40.7216631","8.5839532",""
"120164","120164","Via  Luna e Sole Fr. Civico 21","","40.7228897","8.5818616",""
"120165","120165","Via  Luna e Sole Fr. Civico 1","","40.7241644","8.5781236",""
"120166","120166","Via  Paglietti (Lato Scuole)","","40.7240211","8.5759102",""
"120167","120167","Via  De Carolis Fr Civico 19","","40.723984","8.5731634",""
"120168","120168","Via  De Carolis Fr Civico 7","","40.7254013","8.571532",""
"120169","120169","Via  De Carolis Fr Civico 37","","40.723649","8.5751548",""
"120170","120170","Capolinea Via  Luna e Sole","","40.7253339","8.5727995",""
"120171","120171","Via  Dei Mille civico 72","","40.7190885","8.5577905",""
"120172","120172","Viale Trento Civico 32","","40.7269948","8.5688456",""
"120174","120174","Via  Ugo La Malfa Fr. edicola","","40.711063","8.5773539",""
"120175","120175","Via  Ugo La Malfa cabina ENEL","","40.7119277","8.5797873",""
"120176","120176","Via  Siglienti Fr. Capolinea","","40.7121345","8.5821656",""
"120177","120177","Via  Carbonazzi lato centro commerciale","","40.714894","8.5779927",""
"120178","120178","Via  Coradduzza lato rifornitore ERG","","40.7158111","8.5775015",""
"120179","120179","S.P. x Platamona lato Villa Fiorita 2","","40.8100745","8.4759235",""
"120180","120180","S.P. x Platamona Fr. Villa Fiorita 2","","40.8097416","8.4760092",""
"120181","120181","Via De Martini fr. civico 65","","40.7627933","8.5140071",""
"120182","120182","Via  Siglienti (Lato Centrale Enel)","","40.7133794","8.5801452",""
"120183","120183","Via  Forlanini Civico 29","","40.7139543","8.5772409",""
"120184","120184","Via  Forlanini Fr. Civico 4","","40.7145599","8.5753191",""
"120185","120185","Via  Forlanini Civico 5","","40.716174","8.5757469",""
"120186","120186","Via  Duca degli Abruzzi Civico 19","","40.7160631","8.5677085",""
"120187","120187","Via  Napoli Civico 64","","40.7160954","8.564334",""
"120188","120188","Via  Napoli Civico 4","","40.7179409","8.5615987",""
"120189","120189","Via  Amendola Civico 45","","40.7205279","8.5572955",""
"120190","120190","Via  Amendola Civico 49","","40.7215484","8.5555837",""
"120191","120191","Via  S. Anna Civico 34","","40.7230919","8.5540341",""
"120192","120192","Via  Delle Conce Fr. Civico 33","","40.7249324","8.5547442",""
"120193","120193","Via Solari (Lato Isituto Tecnico Femminile)","","40.7411095","8.556484",""
"120194","120194","Via  Solari (Lato Pime)","","40.7417096","8.5532347",""
"120195","120195","Via  Cilea Civico 8","","40.7411556","8.5497681",""
"120196","120196","Via  Cilea Fr. Civico 9","","40.7431145","8.5484993",""
"120197","120197","Via  Leoncavallo Fr. (Tabacchino)","","40.7439716","8.5465155",""
"120198","120198","Via  Donizetti Fr.(Scuole)","","40.7450031","8.5453832",""
"120199","120199","Via  Coghinas Civico 8","","40.7472928","8.5457822",""
"120200","120200","Via  Baratz civico 3","","40.746453","8.5475528",""
"120201","120201","Via  Kennedy Fr. Civico 26","","40.7457875","8.5501395",""
"120202","120202","Via  Bottego Fr. Civico 16","","40.746542","8.5518994",""
"120203","120203","Via  Bottego fr: civ: 26","","40.7455989","8.5549499",""
"120204","120204","Via  Gessi Civico 3","","40.7439893","8.5557186",""
"120205","120205","Via  Kennedy (Lato Scuole)","","40.741647","8.5580438",""
"120206","120206","Via  Bogino Civico 23","","40.7322266","8.558722",""
"120207","120207","Via  Dei Gremi Civico","","40.7243032","8.5527827",""
"120208","120208","Via  Amendola Civico 62","","40.722148","8.5545733",""
"120209","120209","Via  Amendola Civico 56","","40.7214947","8.5556788",""
"120210","120210","Via  Amendola Civico 40","","40.7204563","8.5574026",""
"120211","120211","Via  Napoli Civico 13","","40.7178782","8.5617057",""
"120212","120212","Via  Napoli Civico 105","","40.7161134","8.564322",""
"120213","120213","Via  Duca degli Abruzzi Civico 26","","40.715918","8.5674608",""
"120214","120214","Via  Forlanini Fr. Civico 5","","40.7159207","8.5754526",""
"120215","120215","Via  Forlanini Civico 4","","40.7146228","8.5752832",""
"120216","120216","Via  Forlanini Fr. Civico 29","","40.7137906","8.5768158",""
"120217","120217","Via  Siglienti Fr. (Centrale ENEL)","","40.713442","8.5800382",""
"120218","120218","Capolinea Via  Siglienti","","40.7121972","8.5820705",""
"120219","120219","S.P. La Crucca civico 46","","40.7574971","8.4953156",""
"120220","120220","Porta Sant'Antonio (Lato Edicola)","","40.7300647","8.5564152",""
"120221","120221","Corso  Vitt. Emanule civico 72","","40.7283006","8.5591861",""
"120222","120222","Piazza Azuni Fr. civico 21","","40.727183","8.5614078",""
"120224","120224","Piazza Castello 16 (Lato Ristorante Castello)","","40.7265945","8.5629985",""
"120225","120225","Piazza Azuni civico 18","","40.7272721","8.5611467",""
"120226","120226","Corso  Vitt. Emanule civico Fr. Civico 72","","40.7283006","8.5591861",""
"120227","120227","Porta Sant'Antonio (Fr.Edicola)","","40.7301005","8.5563558",""
"120228","120228","Via Gorizia civico 28","","40.7285001","8.5739279",""
"120229","120229","Z.I. Predda Niedda Str. 21 Fr. (Città Mercato)","","40.7367016","8.5374218",""
"120230","120230","Via  Pala di Carru civico 60","","40.7447404","8.518379",""
"120231","120231","Capolinea Centro Ecologico","","40.7178531","8.5968233",""
"120232","120232","Centro Ecologico (Lato Fac. Economia e Comm.)","","40.7151695","8.5945308",""
"120233","120233","Centro Ecologico - (Lato Via  Nenni)","","40.7139806","8.5920636",""
"120234","120234","Via  Carlo Felice Civico 56","","40.7136478","8.5871168",""
"120235","120235","Via  Carlo Felice Fr. Civico 43","","40.7141025","8.5833017",""
"120236","120236","Via  Carlo Felice - (Lato Via  Chironi)","","40.7154414","8.5798718",""
"120237","120237","Via  Carlo Felice Civico 22","","40.7163054","8.5771905",""
"120238","120238","Via  Carlo Felice Civico 6","","40.7173591","8.5746383",""
"120239","120239","Via  Carlo Felice Fr. (Distributore Esso)","","40.7186486","8.5725581",""
"120240","120240","Via  Duca degli Abruzzi Fr. Civico 4","","40.7182801","8.5703463",""
"120241","120241","Viale Dante Fr. Civico 73","","40.7171657","8.5686722",""
"120242","120242","Viale Dante Civico 34","","40.7189962","8.5667186",""
"120243","120243","Viale Dante Civico 4","","40.7206023","8.5650032",""
"120244","120244","Corso  M. di Savoia Fr Scuole Medie","","40.7219827","8.5631707",""
"120245","120245","Corso  M. di Savoia (Lato Scuole Medie)","","40.7219469","8.5632302",""
"120246","120246","Viale Dante Fr. Civico 4","","40.7205838","8.5648849",""
"120247","120247","Viale Dante Fr. Civico 34","","40.7189778","8.5666122",""
"120248","120248","Viale Dante Civico 73","","40.7172819","8.568411",""
"120249","120249","Via  Duca degli Abruzzi Civico 4","","40.718045","8.570111",""
"120250","120250","Via  Carlo Felice ( Vigili del Fuoco)","","40.7188519","8.5715148",""
"120251","120251","Via  Carlo Felice Fr. Civico 6","","40.717162","8.5749592",""
"120252","120252","Via  Carlo Felice Fr. Civico 22","","40.71635","8.57706",""
"120253","120253","Via  Carlo Felice Fr. (Via  Chironi)","","40.7154682","8.5798124",""
"120254","120254","Via  Carlo Felice Civico 43","","40.7139435","8.5841907",""
"120255","120255","Via  Carlo Felice Fr civico 56","","40.7136744","8.5870101",""
"120256","120256","Centro Ecologico Fr. (Via  Nenni)","","40.7140892","8.5921813",""
"120257","120257","Centro Ecologico Fr. (Fac. Economia e Comm.)","","40.7150607","8.5943539",""
"120258","120258","S.V.  Maccia di La Faba civico 29","","40.752618","8.4798814",""
"120259","120259","Z.I. Predda Niedda str. 17 (fr. Passinpiù)","","40.7340738","8.5381151",""
"120260","120260","Z.I. Predda Niedda str. 9 (lato TNT traco)","","40.7302421","8.5306573",""
"120261","120261","Capolinea M. Furru","","40.7491556","8.5711664",""
"120263","120263","Via  Baldedda Fr. Capolinea","","40.7432169","8.5658034",""
"120264","120264","Via M. Furru Fr. Civico 22","","40.7459545","8.5679177",""
"120265","120265","Via De Martini civico 65","","40.7629193","8.5139707",""
"120266","120266","Via  Sette Fratelli","","40.7503071","8.542587",""
"120267","120267","Viale Sant'Orsola ciVia  74","","40.7506778","8.5339134",""
"120268","120268","Via  Cesaraccio ciVia  16","","40.7473369","8.5364716",""
"120269","120269","Via  Nigra civico 4","","40.7505326","8.5097372",""
"120270","120270","Via  Nigra civico 7","","40.7505148","8.5097847",""
"120271","120271","Via  Savoia Civico 50","","40.7269101","8.5702908",""
"120272","120272","Via  De Carolis Civico 7","","40.7254103","8.571532",""
"120273","120273","Via  De Carolis Civico 19","","40.7240287","8.5730802",""
"120274","120274","Via  Gramsci Fr. Civico 19","","40.7224028","8.5767849",""
"120275","120275","Via  Savoia Fr. Civico 50","","40.7268563","8.5703504",""
"120276","120276","Viale Trento Civico 4","","40.7256805","8.5666871",""
"120277","120277","Piazza D' Armi civico n° 17","","40.7211699","8.5626314",""
"120278","120278","Piazza Musu Martini (Lato cabina ENEL)","","40.7515299","8.5069934",""
"120279","120279","S.P. La Crucca civico 10","","40.7534198","8.5023713",""
"120280","120280","S.P. La Crucca civico 18","","40.7548248","8.5001929",""
"120281","120281","S.P. La Crucca civico 34","","40.756922","8.497713",""
"120282","120282","Traversa S.P. La Crucca Fr. civico 1","","40.7556718","8.4940499",""
"120283","120283","S.V.  Lu Saltu di Lu Marchesu civico 1","","40.7529901","8.4926487",""
"120284","120284","Via  Viziliu civico 6","","40.7506704","8.4936614",""
"120285","120285","Via  Viziliu civico 10","","40.7491413","8.4901193",""
"120286","120286","Via  Viziliu civico 34","","40.7475871","8.4870159",""
"120287","120287","S.V.  Serra di Li Lioni civico 70","","40.7486949","8.4829089",""
"120288","120288","S.V.  Serra di Li Lioni Fr. civico 59","","40.7502633","8.4791179",""
"120289","120289","S.V.  Serra di Li Lioni civico 80","","40.7519854","8.4754441",""
"120290","120290","S.V.  Maccia di La Faba civico 31","","40.7528803","8.4761241",""
"120291","120291","Via  Carlo Felice Civico 72","","40.710696","8.5930662",""
"120292","120292","Via  Milano Fr. Civico 48","","40.7117078","8.5887744",""
"120293","120293","Via  Milano Fr. Civico 28","","40.7113944","8.5817796",""
"120294","120294","Via  Milano Fr. Civico 22","","40.7112873","8.5795782",""
"120295","120295","Via  Milano (Lato Edicola)","","40.7109459","8.5773547",""
"120296","120296","Via  Milano Fr. Civico 16","","40.7116273","8.5715848",""
"120297","120297","Via  Milano Civico 19","","40.7143841","8.5667959",""
"120298","120298","Viale Trieste Civico 1","","40.7296346","8.5641036",""
"120299","120299","Viale Caprera civico 7","","40.7289001","8.5652334",""
"120300","120300","Viale Caprera civico 25","","40.7269","8.5675673",""
"120301","120301","Via  Gorizia Civico 5","","40.7277683","8.5709129",""
"120302","120302","Via  Dalmazia civico 5","","40.7276731","8.5719675",""
"120303","120303","Via  Prunizzedda Civico 25","","40.7273279","8.5736275",""
"120305","120305","S.P. La Crucca Z.I. Fr nuovo mattatoio","","40.7699343","8.4361532",""
"120306","120306","Via Coppino civico 12","","40.724681","8.5573272",""
"120307","120307","Via  Prunizzedda Civico 92","","40.7282685","8.5770912",""
"120309","120309","Via  Gorizia Fr. Civico 25","","40.7288555","8.5725875",""
"120310","120310","Via  Gorizia Civico 8","","40.7283694","8.5702578",""
"120311","120311","Viale Mameli Civico 38","","40.7273066","8.5679081",""
"120312","120312","Viale Mameli Fr. Civico 1","","40.7303027","8.5645019",""
"120313","120313","Via  De Nicola Civico 5","","40.7165949","8.5559245",""
"120314","120314","Via  Turati Civico 73","","40.7165237","8.558506",""
"120315","120315","Via  Turati Civico 31","","40.7181698","8.5602001",""
"120316","120316","Via  Milano Fr. Civico 13","","40.7146262","8.5665102",""
"120317","120317","Via  Milano Civico 16","","40.7111322","8.5717064",""
"120318","120318","Via  Milano Fr. (Edicola)","","40.7107284","8.5770127",""
"120319","120319","Via  Milano Civico 24","","40.7111985","8.5799339",""
"120320","120320","Via  Milano Civico 30","","40.7112009","8.5830712",""
"120321","120321","Via  Milano Civico 38","","40.7116378","8.5893668",""
"120322","120322","Via  Carlo Felice Fr. Civico 72","","40.710705","8.5930544",""
"120323","120323","Capolinea Motel La Giocca","","40.7088687","8.5934799",""
"120324","120324","Via  Piandanna civico 10","","40.7163591","8.5439679",""
"120325","120325","Z.I. Predda Niedda str. 28 (Consorzio Agrario)","","40.7383133","8.5261237",""
"120326","120326","Via  Piandanna Fr. civico 15","","40.7188556","8.5465439",""
"120327","120327","Via  Ortobene civico n°","","40.7490557","8.5450713",""
"120329","120329","Z.I. Predda Niedda str. 28 (Serigrafika)","","40.7383587","8.5240152",""
"120330","120330","Via  Addis Civico 3","","40.7277962","8.5784915",""
"120332","120332","Via  Roma (Carceri)","","40.7229408","8.566397",""
"120333","120333","Via  Roma Civico 127","","40.7198002","8.5697327",""
"120334","120334","Via  De Gasperi Fr Civico 5","","40.7200416","8.5790022",""
"120335","120335","Via  De Gasperi Fr Civico 7","","40.7202306","8.5814164",""
"120336","120336","Via  Mastino (Piscine LU Fangazzu)","","40.7196021","8.5820005",""
"120337","120337","P.le Segni (Stadio Acquedotto)","","40.7176996","8.5815388",""
"120338","120338","Via  Chironi Civico 10","","40.7160398","8.5809454",""
"120339","120339","Via Brigata Sassari 82","","40.7239213","8.5612516",""
"120340","120340","Z.I. Predda Niedda str. 28 (Nautica Sport 2000","","40.7384034","8.5217527",""
"120341","120341","S.P. 18 viadotto (lato incrocio per Viziliu)","","40.7389423","8.4837424",""
"120342","120342","S.V.  Badde Longa Fr. civico 108","","40.792998","8.5074099",""
"120343","120343","S.S. 200 Km 3,900","","40.7593083","8.5687554",""
"120344","120344","S.V.  Badde Longa civico 67","","40.7966001","8.5050006",""
"120345","120345","S.V.  Badde Longa incrocio Via  Giordano","","40.7987946","8.5041663",""
"120346","120346","S.V.  Badde Longa civico 123","","40.8019034","8.5043684",""
"120347","120347","S.P. x Platamona Km 4,000 incrocio S.P. 81","","40.8155253","8.4662525",""
"120348","120348","S.P. x Platamona Km 4,000 slargo S.P. 81","","40.815338","8.4666572",""
"120349","120349","S.P. x Platamona Km 0,700 Lato discendente","","40.791614","8.4734729",""
"120350","120350","Via Cagliari civico 22","","40.7255677","8.5630644",""
"120351","120351","Corso  Trinità Fr. Civico 195","","40.7311148","8.5577346",""
"120352","120352","Corso  Trinità Civico 2 (Piazza Mercato)","","40.7301876","8.560275",""
"120353","120353","Viale Trento Fr. Civico 4","","40.7258346","8.5669466",""
"120354","120354","Viale Trento Civico 13","","40.7269948","8.5688338",""
"120355","120355","Via  Garavetti Civico 5","","40.7258926","8.570404",""
"120356","120356","Via  Garavetti Fr. Civico 14","","40.7245164","8.5709693",""
"120357","120357","Via  Abozzi Civico 11","","40.7231907","8.5730263",""
"120358","120358","Via  Abozzi Civico 23","","40.7225409","8.57515",""
"120359","120359","Via  Gramsci Civico 19","","40.7222503","8.5769635",""
"120360","120360","Via  Turati Civico 60","","40.7165418","8.5585296",""
"120361","120361","Via  De Nicola Fr. Civico 8","","40.7167737","8.5555681",""
"120362","120362","S.V.  Caniga S. Giorgio Km 4,100 ciVia  80","","40.6976583","8.4763084",""
"120363","120363","S.V.  Caniga S. Giorgio Km 4,400 ciVia  94","","40.6966744","8.4738897",""
"120364","120364","3° Traversa Caniga S. Giorgio ciVia  6 (Manegg","","40.6945346","8.4748297",""
"120365","120365","S.V.  Monti di la Iesgia Km 0,600 ciVia  77","","40.6951127","8.4831577",""
"120366","120366","S.V.  Monti di la Iesgia Km 1,400","","40.6982276","8.49078",""
