stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
"120367","120367","2° Traversa Monti di la Iescja Km 0,400","","40.6948255","8.4935636",""
"120368","120368","S.V.  Mandra di l' Ainu Km 1,500 ciVia  83","","40.6963541","8.4990914",""
"120369","120369","S.V.  Mandra di l' Ainu Km 1,000 fr. 44","","40.6986942","8.504862",""
"120370","120370","S.V.  Mandra di l' Ainu Km 0,600 fr. 24","","40.7002788","8.5088748",""
"120371","120371","Capolinea Stazione FF. SS.","","40.7290157","8.5553801",""
"120372","120372","S.V.  Mandra di l' Ainu Km 2,650 ciVia  135","","40.6915645","8.4874576",""
"120373","120373","S.V.  Mandra di l' Ainu Km 2,400 ciVia  129","","40.6926842","8.4900884",""
"120374","120374","S.V.  Caniga S. Giorgio Km 3,700","","40.6993353","8.480592",""
"120375","120375","Viale Porto Torres civico 40 (lato ARST)","","40.7348364","8.544126",""
"120376","120376","Viale Umberto Civico 126","","40.7200463","8.5705007",""
"120377","120377","Viale Umberto Civico 82","","40.72344","8.5673884",""
"120378","120378","Viale Umberto Civico 40","","40.7258097","8.5651114",""
"120379","120379","S.V.  Mandra di l' Ainu Km 0,300 ciVia  57","","40.701471","8.5117187",""
"120380","120380","S.V.  Mandra di l' Ainu Km 0,100 ciVia  9","","40.7024724","8.5141736",""
"120381","120381","S.S. 127/bis civico n° 61","","40.7042972","8.5153914",""
"120382","120382","S.S. 127/bis incrocio Tropu Ilde","","40.7088395","8.5158439",""
"120383","120383","S.S. 127/bis (lato serre) ex fr.bivio S.V.  Ca-S.G","","40.7132289","8.5185351",""
"120384","120384","S.S. 127/bis civico n° 5","","40.7155108","8.5213365",""
"120385","120385","Via  Caniga (Lato Chiesa)","","40.7167617","8.5254004",""
"120386","120386","Via  Caniga civico 55","","40.7188008","8.5261674",""
"120387","120387","Via  Caniga civico 49","","40.7206457","8.5279067",""
"120388","120388","Via  Caniga civico 41","","40.7218569","8.5310951",""
"120389","120389","Via  Caniga Lato Mot. Civile","","40.7236849","8.5353806",""
"120390","120390","Via  Caniga Fr. civico 58","","40.7252321","8.5392893",""
"120391","120391","Via  Poligono Fr. (Palestra Buncker)","","40.7373175","8.5613531",""
"120392","120392","Via  Manzoni civico 10","","40.7373106","8.5666827",""
"120393","120393","Via  Manzoni civico 13","","40.7373645","8.5666468",""
"120394","120394","Via  Manzoni civico 2","","40.7357201","8.5677471",""
"120395","120395","Via  Manzoni civico 1","","40.7354594","8.5679146",""
"120396","120396","Via  Sulcis civico 17","","40.7336176","8.5692292",""
"120397","120397","Via  Sulcis Fr. civico 17","","40.7335816","8.5692531",""
"120398","120398","Via  Astronauti Fr. Civico 3","","40.7270476","8.5757845",""
"120399","120399","Via  Degli Astronauti civico 3","","40.7266073","8.576107",""
"120400","120400","Via  Paglietti Fr. Scuole","","40.7239941","8.5759104",""
"120401","120401","Via  Degli Astronauti (Lato Banca Commerciale","","40.7282985","8.5754331",""
"120402","120402","S.V.  Badde Longa civico 2","","40.7866209","8.5183017",""
"120403","120403","S.V.  Badde Longa civico 18","","40.7865619","8.5149717",""
"120404","120404","S.V.  Badde Longa Fr. civico 27","","40.7896023","8.5096514",""
"120405","120405","S.V.  Badde Longa civico 100","","40.7929082","8.5074816",""
"120406","120406","S.V.  Badde Longa Fr. civico 67","","40.7965013","8.5050606",""
"120407","120407","S.V.  Badde Longa incrocio Via  Giordano","","40.7989027","8.5041774",""
"120408","120408","S.V.  Badde Longa civico 120","","40.8020027","8.504427",""
"120409","120409","S.V.  Badde Longa Fr. civico 18","","40.7865532","8.5150429",""
"120410","120410","S.V.  Badde Longa civico 27","","40.7897101","8.5095795",""
"120411","120411","Capolinea Via Tavolara","","40.723979","8.559854",""
"120412","120412","Corso  Reg. Margherita di Savoia civico 97","","40.7255158","8.5565402",""
"120413","120413","Viale S. Paolo Fr. (Cimitero)","","40.7286154","8.5520433",""
"120414","120414","Viale Porto Torres civico 21","","40.7312237","8.5532811",""
"120415","120415","Viale Porto Torres civico 47","","40.7317482","8.5514539",""
"120416","120416","Viale Porto Torres civico 12","","40.7318988","8.5508134",""
"120417","120417","Viale Porto Torres civico 51","","40.7328625","8.5484502",""
"120418","120418","Viale Porto Torres civico 26","","40.7332105","8.5475833",""
"120419","120419","Viale Porto Torres civico 121","","40.7394023","8.5369649",""
"120420","120420","Viale Porto Torres civico 42","","40.7360531","8.5419859",""
"120421","120421","Viale Porto Torres civico 58","","40.7388017","8.5377034",""
"120422","120422","Viale Porto Torres (fr. ARST)","","40.7349001","8.5442795",""
"120423","120423","Via  Predda Niedda civico 6","","40.7324376","8.5389553",""
"120424","120424","Via  Predda Niedda civico 37","","40.7323564","8.5389085",""
"120425","120425","Z.I. Predda Niedda str. 31 (La Nuova Sardegn","","40.7367961","8.5208405",""
"120426","120426","Via  Predda Niedda Fr. Civico 6","","40.7305337","8.5426988",""
"120427","120427","Via  Predda Niedda (Lato BMW)","","40.7328077","8.5236047",""
"120428","120428","Via  Predda Niedda civico (Fr. Vialetto)","","40.7306955","8.5426266",""
"120429","120429","Z.I. Predda Niedda str. 11 (Fr. Poste)","","40.728213","8.5257217",""
"120430","120430","Via  Predda Niedda Fr. (Cimitero)","","40.7284309","8.5486104",""
"120431","120431","Via  Predda Niedda (Lato Cimitero)","","40.7285596","8.5492609",""
"120432","120432","Z.I. Predda Niedda str. 11 (Lato Poste)","","40.7282854","8.5257922",""
"120433","120433","S.S. 131 Fr. civico 74","","40.745257","8.5300424",""
"120434","120434","S.S. 131 civico 74","","40.7453282","8.5298406",""
"120435","120435","Via  Millelire civico 4","","40.7508944","8.5186544",""
"120436","120436","Via  Millelire Fr. civico 4","","40.7508044","8.5186551",""
"120437","120437","Via  Millelire Fr. Civico 59","","40.751719","8.5154856",""
"120438","120438","Via  Millelire civico 59","","40.7516109","8.5154864",""
"120439","120439","Via  Camboni civico 19","","40.749937","8.5116131",""
"120440","120440","Via  Camboni Fr. civico 19","","40.7498036","8.5120287",""
"120441","120441","Via  Camboni civico 17","","40.7490575","8.5145454",""
"120442","120442","Via  Camboni Fr. civico 17","","40.749164","8.5141774",""
"120443","120443","Via  Era civico 50","","40.7481993","8.5161271",""
"120444","120444","Via  Pasella Fr. civico 1","","40.7481332","8.517549",""
"120445","120445","Via  Era civico 66/a","","40.7462874","8.5156316",""
"120446","120446","Via  Pasella Fr. civico 7","","40.747529","8.5195671",""
"120447","120447","Via  Li Punti civico 20","","40.7485931","8.5219877",""
"120448","120448","Via  Li Punti civico 5","","40.7483675","8.5218946",""
"120449","120449","S.S. 131 Fr. civico 3","","40.7542745","8.5105271",""
"120450","120450","S.S. 131 civico 3","","40.7538078","8.5109451",""
"120451","120451","S.S. 131 civico 12","","40.7565314","8.5074066",""
"120452","120452","S.S. 131 (Mandingo)","","40.7567187","8.5069788",""
"120453","120453","S.S. 131 civico 40","","40.7588958","8.5041667",""
"120454","120454","S.S. 131 civico 29","","40.758931","8.5039769",""
"120455","120455","Via  De Cupis civico 32","","40.7616627","8.5002838",""
"120456","120456","Via  De Cupis Fr. civico 32","","40.7616627","8.5002838",""
"120457","120457","Via  De Cupis civico 86","","40.7648064","8.4960897",""
"120458","120458","Via  De Cupis Fr. 86","","40.7647796","8.4961254",""
"120459","120459","S.S. 131 incrocio S. Giovanni","","40.7665259","8.4937543",""
"120460","120460","S.S. civico 75","","40.7677882","8.4919674",""
"120461","120461","S.S. 131 incrocio S.V.  S. Pietro","","40.7709766","8.4877485",""
"120462","120462","S.S. civico 79","","40.7715404","8.4869028",""
"120463","120463","S.S. 131 Lato Hotel Marini","","40.7733593","8.4846966",""
"120464","120464","S.S. 131 Fr. Hotel Marini","","40.7734572","8.4844233",""
"120465","120465","S.S. 131 Fr. Civico 109 (Orogel)","","40.777157","8.4798086",""
"120466","120466","S.S. 131 civico 109 (Orogel)","","40.7766549","8.4803458",""
"120467","120467","S.S. 131 civico 116","","40.7804619","8.4755638",""
"120468","120468","S.S. 131 Fr. civico 116","","40.7803807","8.4755289",""
"120469","120469","S.S. 131 civico 180","","40.7823696","8.4731193",""
"120470","120470","S.S. 131 civico 139","","40.7815986","8.4739312",""
"120471","120471","S.S. 131 civico 244","","40.7853515","8.4692083",""
"120472","120472","S.S. 131 Fr. civico 244","","40.7851985","8.469245",""
"120473","120473","S.P. x Platamona Km 0,400 Lato discendente","","40.7897953","8.4717331",""
"120474","120474","S.P. x Platamona Km 0,400 Lato ascendente","","40.7896774","8.4715562",""
"120475","120475","S.P. x Platamona Km 0,900 Lato ascendente","","40.7935132","8.4731379",""
"120476","120476","S.P. x Platamona Km 0,900 Lato discendente","","40.7936938","8.4732313",""
"120477","120477","S.P. x Platamona Km 2,400 Lato discendente","","40.8061873","8.4769144",""
"120478","120478","S.P. x Platamona Km 2,400 Lato ascendente","","40.8061154","8.4769387",""
"120479","120479","Capolinea Rotonda Platamona","","40.8182118","8.4666697",""
"120480","120480","Piazzetta Abacurrente","","40.8189481","8.4603435",""
"120481","120481","S.P. 81 Fr 1° Pettine","","40.8164953","8.4774026",""
"120482","120482","S.P. 81 Lato 1° Pettine","","40.8164779","8.4775451",""
"120483","120483","S.P. 81 Fr. Villaggio dei Pini","","40.8158","8.4810483",""
"120484","120484","S.P. 81 Lato Villaggio dei Pini","","40.8158266","8.4809414",""
"120485","120485","S.P. 81 Fr. Camping Cristina","","40.8160629","8.4854216",""
"120486","120486","S.P. 81 Lato Camping Cristina","","40.8160538","8.4854098",""
"120487","120487","S.P. 81 Lato Supermarket","","40.8171943","8.4907014",""
"120488","120488","S.P. 81 Fr. Supermarket","","40.8172034","8.490725",""
"120489","120489","S.P. 81 Fr. 2° Pettine","","40.8176144","8.4961053",""
"120490","120490","S.P. 81 Lato 2° Pettine","","40.8176308","8.4957257",""
"120491","120491","S.P. 81 Fr. Centro Commerciale","","40.8170764","8.5029156",""
"120492","120492","S.P. 81 Lato Centro Commerciale","","40.8170936","8.5027139",""
"120493","120493","S.P. 60 (Buddi Buddi) incrocio S.P. 81 (Disc.)","","40.8167999","8.5077556",""
"120494","120494","S.P. 60 (Buddi Buddi) incrocio S.P. 81 (Asc.)","","40.8165026","8.5077459",""
"120495","120495","S.P. 60 (Buddi Buddi) ingresso Maneggio","","40.8139073","8.5075517",""
"120496","120496","S.P. 60 (Buddi Buddi) Fr. ingresso Maneggio","","40.8136009","8.5075302",""
"120497","120497","S.P. 60 (Buddi Buddi) incrocio Via  Fiorita","","40.8096994","8.5073219",""
"120498","120498","S.P. 60 (Buddi Buddi) Fr. incrocio Via  Fiorita","","40.8096002","8.5073108",""
"120499","120499","S.P. 60 (Buddi Buddi) civico 178","","40.8044923","8.5072893",""
"120500","120500","S.P. 60 (Buddi Buddi) Fr. civico 178","","40.8045103","8.5072773",""
"120501","120501","S.P. 60 (Buddi Buddi) Fr. civico 150","","40.801614","8.5083301",""
"120502","120502","S.P. 60 (Buddi Buddi) civico 150","","40.8017849","8.5082696",""
"120503","120503","S.P. 60 (Buddi Buddi) Fr. chiesa S. Michele","","40.7912322","8.515886",""
"120504","120504","S.P. 60 (Buddi Buddi) Lato chiesa S. Michele","","40.7911873","8.5159337",""
"120505","120505","S.P. 60 (Buddi Buddi) civico 199","","40.7865052","8.5186463",""
"120506","120506","S.P. 60 (Buddi Buddi) Fr. civico 199","","40.7866761","8.5185739",""
"120507","120507","S.P. 60 (Buddi Buddi) civico 171","","40.7823493","8.5222673",""
"120508","120508","S.P. 60 (Buddi Buddi) civico 106","","40.7825826","8.5220523",""
"120509","120509","S.P. 60 (Buddi B.) incrocio S.C. Lu Buttangaru","","40.7776979","8.5259032",""
"120510","120510","S.P. 60 (Buddi B.) Fr. incr. S.C. Lu Buttangaru","","40.7774098","8.5259526",""
"120511","120511","S.P. 60 (Buddi Buddi) civico 130","","40.7692867","8.5287949",""
"120512","120512","S.P. 60 (Buddi Buddi) Fr.civico 130","","40.7689987","8.5288562",""
"120513","120513","S.P. 60 (Buddi Buddi) civico 78","","40.7602746","8.5323536",""
"120514","120514","S.P. 60 (Buddi Buddi) Fr. civico 78","","40.7604273","8.532234",""
"120515","120515","S.P. 60 (Buddi Buddi) civico 48","","40.7553244","8.5401952",""
"120516","120516","S.P. 60 (Buddi Buddi) Fr. civico 48","","40.7552258","8.5403143",""
"120517","120517","S.P. 60 (Buddi Buddi) civico 42","","40.7524288","8.543769",""
"120518","120518","S.P. 60 (Buddi Buddi) Fr. civico 42","","40.7524557","8.5437451",""
"120519","120519","S.P. 60 (Buddi Buddi) civico 40","","40.749206","8.548932",""
"120520","120520","S.P. 60 (Buddi Buddi) Fr. civico 40","","40.7491881","8.5489676",""
"120521","120521","S.P. 60 (Buddi Buddi) civico 32","","40.7476805","8.5527683",""
"120522","120522","S.P. 60 (Buddi Buddi) Fr. civico 32","","40.7474221","8.5535044",""
"120523","120523","S.P. 60 (Buddi Buddi) Fr. civico 2","","40.7460968","8.5579196",""
"120524","120524","S.P. 60 (Buddi Buddi) civico 2","","40.7462214","8.5575279",""
"120525","120525","Via  Pirandello Fr. Distributore (Esso)","","40.7448154","8.5597167",""
"120526","120526","Via  Pirandello Civico 1","","40.7422053","8.5603498",""
"120527","120527","Via  Pirandello Fr. Civico 1","","40.7434844","8.5603058",""
"120528","120528","Via  Predda Niedda civico 18","","40.7329025","8.5291464",""
"120529","120529","Via  Coghinas Fr. (Scuole)","","40.7461852","8.5458964",""
"120530","120530","Via  Carlo Felice Fr. Civico 57","","40.7124042","8.5895515",""
"120532","120532","Via  De Carolis Civico 37","","40.7236765","8.5752967",""
"120533","120533","S.S. 200 Km 2,600","","40.7497506","8.561686",""
"120534","120534","Via  Pirandello civico 3","","40.7467142","8.5591711",""
"120535","120535","Z.I. Predda Niedda Str. 21 (Lato Città Mercato","","40.7365934","8.5374107",""
"120536","120536","Z.I. Predda Niedda str. 31 (Conforama)","","40.7344903","8.5231072",""
"120537","120537","Via  Roma Civico 79","","40.7208502","8.5686366",""
"120538","120538","Viale Umberto Civico 110","","40.7214819","8.5689522",""
"120539","120539","Capolinea S. Camillo","","40.7624565","8.5698724",""
"120540","120540","Via  Pirandello civico 24","","40.7468946","8.559241",""
"120541","120541","S.S. 200 Km 4,000","","40.7600932","8.5690583",""
"120542","120542","Prol. Via  Addis","","40.724296","8.5796385",""
"120543","120543","S.S. 200 Km 2,800","","40.7509848","8.5616779",""
"120544","120544","Z.I. Predda Niedda str. 34 (Cassa Edile)","","40.7363988","8.5271795",""
"120545","120545","Via  Predda Niedda civico 39","","40.7327606","8.529704",""
"120546","120546","S.V.  Maccia di La Faba civico 15","","40.7512154","8.486526",""
"120547","120547","S.V.  Maccia di La Faba civico 5","","40.7509761","8.4894301",""
"120548","120548","Via  Viziliu civico 35","","40.7506704","8.4936732",""
"120549","120549","Via  Viziliu civico 29","","40.751455","8.495918",""
"120550","120550","Via  Viziliu civico 17","","40.7509434","8.4984095",""
"120551","120551","Via  Viziliu civico snc.","","40.7512146","8.5048872",""
"120552","120552","Piazza Musu Martini civico 4","","40.7511354","8.5074465",""
"120553","120553","S.P. 18 civico 66","","40.7356159","8.4934084",""
"120554","120554","S.P. 18 civico 94","","40.7360956","8.4898281",""
"120555","120555","S.P. 18 civico 102","","40.7365106","8.48793",""
"120556","120556","S.P. 18 civico 106","","40.7359757","8.479111",""
"120557","120557","S.P. 18 civico 118","","40.735742","8.4772297",""
"120558","120558","S.P. 18 civico 158","","40.7355076","8.4732404",""
"120559","120559","S.P. 18 Fr. civico 117","","40.7355227","8.4686689",""
"120560","120560","S.P. 18 Fr. civico 121","","40.7338837","8.4648804",""
"120561","120561","S.P. 18 civico 222","","40.7334884","8.4631782",""
"120562","120562","S.P. 18 civico 232","","40.7339775","8.459882",""
"120563","120563","S.P. 18 civico 256","","40.7348653","8.4571035",""
"120564","120564","S.P. 18 Fr. civico 195","","40.7355781","8.4535211",""
"120565","120565","S.P. 18 Fr. civico 201","","40.7341173","8.4494236",""
"120566","120566","Capolinea Bancali","","40.7300298","8.4424231",""
"120568","120568","S.P. 18 civico 201","","40.7340808","8.449341",""
"120569","120569","S.P. 18 civico 195","","40.7356513","8.4537574",""
"120570","120570","S.P. 18 civico 185","","40.7348298","8.4572222",""
"120571","120571","S.P. 18 civico 167","","40.7339064","8.4600839",""
"120572","120572","S.P. 18 civico 151","","40.7334694","8.4629652",""
"120573","120573","S.P. 18 civico 121","","40.7339931","8.4651637",""
"120574","120574","S.P. 18 civico 117","","40.7355232","8.4687755",""
"120575","120575","S.P. 18 civico 113","","40.7354343","8.4729568",""
"120576","120576","S.P. 18 Fr. civico 118","","40.7357884","8.4775254",""
"120577","120577","S.P. 18 incrocio (Nuova Str. Per Aghero)","","40.7359942","8.4792174",""
"120578","120578","S.P. 18 civico 75","","40.7365195","8.4878944",""
"120579","120579","S.P. 18 civico 73","","40.7360779","8.4898993",""
"120580","120580","S.P. 18 Fr. civico 72","","40.7356332","8.4932306",""
"120581","120581","S.P. 18 civico 47","","40.7364473","8.4981276",""
"120582","120582","S.P. 18 Fr. civico 52","","40.736807","8.5000435",""
"120583","120583","S.P. 18 civico 23","","40.7365279","8.5042618",""
"120584","120584","S.P. 18 civico 17","","40.7356469","8.5089227",""
"120585","120585","S.P. 18 Fr. civico 4","","40.7340282","8.5159811",""
"120586","120586","Z.I. Predda Niedda Str. 18 (Lato Lombardini)","","40.7353826","8.5365072",""
"120587","120587","Z.I. Predda Niedda Str. 2 (Lato Nord Carri)","","40.7355328","8.5335217",""
"120588","120588","Via  De Martini civico 12","","40.7539902","8.5157416",""
"120589","120589","Via  De Martini civico 24","","40.7573836","8.5150654",""
"120590","120590","Via  De Martini civico 42","","40.7593013","8.5148026",""
"120591","120591","Via  De Martini civico 52","","40.7605887","8.5145919",""
"120592","120592","Via  De Martini civico 64","","40.7667935","8.5119637",""
"120593","120593","Via  De Martini Fr. civico 75","","40.7701772","8.5132661",""
"120594","120594","Via  De Martini civico 72","","40.7723231","8.5115796",""
"120595","120595","Via  De Martini Fr. civico 99","","40.7755893","8.5085457",""
"120596","120596","Via  De Martini civico 106","","40.7780818","8.5057543",""
"120597","120597","Via  De Martini civico 122","","40.7796979","8.5023885",""
"120598","120598","Via  De Martini civico 130","","40.780492","8.5006168",""
"120599","120599","Via  De Martini Fr. civico 213","","40.7819704","8.4987806",""
"120600","120600","Via  De Martini civico 140","","40.7838959","8.4961824",""
"120601","120601","Via  De Martini Fr. civico 235","","40.7852279","8.4938257",""
"120602","120602","Via  De Martini civico 196","","40.7867022","8.4910766",""
"120603","120603","Via  De Martini civico 210","","40.7883121","8.4884331",""
"120604","120604","Via  De Martini civico fr. 277","","40.7886313","8.4852779",""
"120605","120605","Via  De Martini civico 214","","40.7895211","8.4827938",""
"120606","120606","Via  De Martini civico 228","","40.7907231","8.4796434",""
"120607","120607","Via  De Martini civico 242","","40.7919216","8.4777376",""
"120608","120608","Capolinea Via De Martini Fr. civico 244","","40.7936139","8.4734808",""
"120609","120609","Via  De Martini Fr. civico 242","","40.7916622","8.4781545",""
"120610","120610","Via  De Martini civico 305","","40.7906337","8.4798101",""
"120611","120611","Via  De Martini civico 295","","40.7894677","8.4829364",""
"120612","120612","Via  De Martini civico 273","","40.7885789","8.4856457",""
"120613","120613","Via  De Martini civico 265","","40.7883653","8.4882549",""
"120614","120614","Via  De Martini civico 247","","40.7865323","8.4913505",""
"120615","120615","Via  De Martini civico 233","","40.7851564","8.4939566",""
"120616","120616","Via  De Martini civico 223","","40.783887","8.4962062",""
"120617","120617","Via  De Martini civico 213","","40.7819525","8.4988044",""
"120618","120618","Via  De Martini civico 203","","40.7803577","8.5008074",""
"120619","120619","Via  De Martini civico 181","","40.7796196","8.503029",""
"120620","120620","Via  De Martini Fr. civico 106","","40.7778581","8.5061115",""
"120621","120621","Via  De Martini civico 99","","40.7758495","8.508295",""
"120622","120622","Via  De Martini Fr. civico 72","","40.7721348","8.5117824",""
"120623","120623","Via  De Martini civico 75","","40.7707341","8.5128828",""
"120624","120624","Via  De Martini Fr. civico 64","","40.7663082","8.5122398",""
"120625","120625","Via  De Martini civico 49","","40.7605257","8.514616",""
"120626","120626","Via  De Martini civico 41","","40.7592022","8.5148034",""
"120627","120627","Via  De Martini Fr. civico 24","","40.7572399","8.5151612",""
"120628","120628","Via  De Martini civico 15","","40.7537297","8.5159093",""
"120629","120629","Via  Baldinca civico 28","","40.7606922","8.4966894",""
"120630","120630","Via  Baldinca civico 50","","40.7585824","8.4942293",""
"120631","120631","S.P. La Crucca Fr. Civico 69","","40.7588761","8.4893341",""
"120632","120632","S.P. La Crucca civico 120","","40.7590393","8.4854944",""
"120633","120633","S.P. La Crucca civico 166","","40.7590764","8.4797126",""
"120634","120634","S.P. La Crucca civico 186","","40.7594777","8.4768187",""
"120635","120635","S.P. La Crucca civico 204","","40.7603975","8.4730677",""
"120636","120636","S.P. La Crucca civico 210","","40.7628193","8.4668521",""
"120637","120637","S.P. La Crucca Fr. civico 285","","40.7613666","8.4624682",""
"120638","120638","S.P. La Crucca Fr. civico 309","","40.7614485","8.4587829",""
"120639","120639","S.P. La Crucca civico 260","","40.7623783","8.4553632",""
"120640","120640","S.P. La Crucca Fr. incrocio x Truncu Reale","","40.7636985","8.4506961",""
"120641","120641","Capolinea Truncu Reale","","40.7627692","8.4504076",""
"120642","120642","S.P. La Cucca Lato incr. x Truncu Reale","","40.7635826","8.4509577",""
"120643","120643","S.P. La Crucca Fr civico 260","","40.7622808","8.4556957",""
"120644","120644","S.P. La Crucca civico 309","","40.7614312","8.4589371",""
"120645","120645","S.P. La Crucca civico 285","","40.7613757","8.46248",""
"120646","120646","S.P. La Crucca civico 273","","40.7628278","8.4667454",""
"120647","120647","S.P. La Crucca civico 245","","40.7601928","8.4736024",""
"120648","120648","S.P. La Crucca civico 191","","40.7594857","8.4765936",""
"120649","120649","S.P. La Crucca civico 185","","40.7589785","8.4799859",""
"120650","120650","S.P. La Crucca civico 95","","40.7590129","8.4856367",""
"120651","120651","S.P. La Crucca civico 61","","40.7585637","8.4899881",""
"120652","120652","Via  Baldinca Fr. civico 50","","40.7585282","8.4941941",""
"120653","120653","Via  Baldinca civico 7","","40.7606831","8.4966776",""
"120654","120654","Via Attilio Deffenu 56","","40.7189487","8.5612961",""
"120655","120655","Via Attilio Deffenu (Villa Mimosa)","","40.7200454","8.563065",""
"120656","120656","Centro Ecologico Via delle mimose","","40.7134221","8.5895334",""
"120657","120657","Centro Ecologico fr. V delle mimose","","40.713405","8.5897821",""
"120659","120659","Via Budapest Parco Monserrato","","40.7084177","8.5519419",""
"120660","120660","Via Parigi","","40.7100635","8.5535646",""
"120661","120661","Via Vienna Campus Universitario","","40.7095824","8.5526089",""
"120662","120662","Via Washington (lato scuole elementari)","","40.7119314","8.5543572",""
"120663","120663","Via Turati (Fr. Terminal Extraurbano)","","40.7148513","8.5569898",""
"120666","120666","S.P. 56 Km 5,500","","40.7699165","8.4361889",""
"120667","120667","S.P. 56 Km 5,900","","40.7728811","8.4308551",""
"120668","120668","S.P. 56 civico 10","","40.7746839","8.4274388",""
"120669","120669","Pian di Sorres incrocio di ingresso","","40.7756728","8.4216119",""
"120670","120670","Pian di Sorres Fr. civico 5","","40.7766045","8.4187834",""
"120671","120671","Pian di Sorres civico 4","","40.7778978","8.4162124",""
"120672","120672","Pian di Sorres civico 6","","40.7795208","8.412951",""
"120673","120673","Pian di Sorres civico 12","","40.7813842","8.4091659",""
"120674","120674","Pian di Sorres Fr. civico 12","","40.7812772","8.4093684",""
"120675","120675","Pian di Sorres civico 31","","40.7795564","8.4128678",""
"120676","120676","Pian di Sorres civico 15","","40.777862","8.416272",""
"120677","120677","Pian di Sorres civico 5","","40.7765421","8.4189143",""
"120678","120678","S.P. 56 Km 6,100","","40.7746394","8.4275458",""
"120679","120679","S.P. 56 Km 6,500","","40.7727563","8.4311169",""
"120680","120680","Pian di Sorres civico 1","","40.7754986","8.421009",""
"120681","120681","Capolinea Pian di Sorres","","40.782668","8.4065472",""
"120682","120682","Via Capitano Bellieni civico 23","","40.7247104","8.5650593",""
"120683","120683","Via Manno civico 37","","40.7235866","8.563255",""
"120684","120684","Via Giorgio Asproni civico 8","","40.7219001","8.5675523",""
"120685","120685","Via Remo Branca fr.civico 12","","40.7843402","8.4647956",""
"120686","120686","Via Barore Diegu (angolo Via Remo Branca)","","40.7830362","8.4633483",""
"120687","120687","Via Barore Diegu civico 10","","40.7800256","8.4707557",""
"120688","120688","Via Barore Diegu fr. civico 21","","40.778825","8.4721992",""
"120689","120689","Via Bacchelli civico 8","","40.7790552","8.4752667",""
"120691","120691","Via Lorenzo Auzzas fr. civico 10","","40.7574971","8.4953156",""
"120692","120692","S.P. 60 (Buddi Buddi) civico 54","","40.757716","8.5367786",""
"120693","120693","S.P. 60 (Buddi Buddi) Fr. civico 54","","40.7576267","8.5369688",""
"120694","120694","S.P. 81 Km 0,500 da incrocio con S.P. 60","","40.8196331","8.5130589",""
"120695","120695","S.P. 81 Km 0,700 da incrocio con S.P. 60","","40.8204206","8.5161007",""
"120696","120696","S.P. 81 Km 1,100 da incrocio con S.P. 60","","40.8210197","8.5193574",""
"120697","120697","S.P. 81 Km 1,800 da incrocio con S.P. 60","","40.8226799","8.5287137",""
"120698","120698","S.P. 81 Km 2,600 da incrocio con S.P. 60","","40.8244173","8.537311",""
"120699","120699","S.P. 81 Km 3,100 da incrocio con S.P. 60","","40.8257337","8.5421285",""
"120700","120700","S.P. 81 Km 3,800 da incrocio con S.P. 60","","40.8278814","8.5499291",""
"120701","120701","Capolinea Marina di Sorso","","40.8284123","8.5544204",""
"120702","120702","Z.I. Predda Niedda str. 20 (Euronics)","","40.7339082","8.5395018",""
"120703","120703","Z.I. Predda Niedda str. 20 n° 7 (Fr. Esso)","","40.7350587","8.5388544",""
"120704","120704","Via Lorenzo Auzzas fr. civico 18","","40.7569132","8.4977605",""
"120705","120705","Via Lorenzo Auzzas fr. civico 34","","40.754762","8.5002526",""
"120706","120706","Z.I. Predda Niedda str. 5 n° 5 (Ingr. Autor. Tor","","40.7369984","8.5328482",""
"120707","120707","Z.I. Predda Niedda str. 5 (Ingr. Ennas)","","40.7388008","8.5330014",""
"120708","120708","Z.I. Predda Niedda str. 6 n° 20 (Ing. Tip. Podd","","40.7404293","8.5325044",""
"120709","120709","Z.I. Predda Niedda str. 6 (Lato Ingr. Carni)","","40.7409365","8.5287345",""
"120710","120710","Z.I. Predda Niedda str. 1 (Fr. Ingr. Manconi)","","40.7394025","8.5281057",""
"120711","120711","Z.I. Predda Niedda str. 1 (Fr. Ingr. Cesaraccio","","40.7369971","8.5280872",""
"120713","120713","Viale Sant'Orsola fr. civico 1","","40.7462404","8.5304027",""
"120714","120714","Z.I. Predda Niedda str. 11 fr.18 (Fr. carr. Expe","","40.7291177","8.5266508",""
"120715","120715","Z.I. Predda Niedda str. 11/12 (Piazz. di svolta","","40.7269228","8.5252453",""
"120716","120716","Z.I. Predda Niedda str. 11 n° 20 (lato carr. Exp","","40.7292263","8.5267684",""
"120717","120717","Viale Sant'Orsola civico 68","","40.7489136","8.5320423",""
"120718","120718","Z.I. Predda Niedda str. 9 (Fr. Ferr. Masala)","","40.7302869","8.5328241",""
"120719","120719","Z.I. Predda Niedda str. 26 n° 6 (Fr. Gross Rica","","40.7298768","8.5361191",""
"120720","120720","Z.I. Predda Niedda str. 22 n° 4 (Ingr. Scuola E","","40.7298137","8.5383577",""
"120721","120721","Z.I. Predda Niedda str. 22 (Fr. Ingr. Brichouse","","40.7315027","8.5394473",""
"120722","120722","Via  Rockfeller Fr. I.N.P.S.","","40.7122243","8.557907",""
"120723","120723","Via  Rockfeller lato I.N.P.S.","","40.7122347","8.5582739",""
